"","subj","order","cond","item","questionRT","questionAcc","region","Xstart","Xend","Ystart","Yend","fixationtype","value","words","wordsLen","logValue","type","reg.name","lure.type","lure.match","cond.code"
"79961",8,100,3,20,3286,1,"3",38,58,0,0,"ff",82," incompetent lawyers",20,4.40671924726425,"refl","target","qp","match","qp_match"
"79968",8,100,3,20,3286,1,"3",38,58,0,0,"tt",2218," incompetent lawyers",20,7.70436116791031,"refl","target","qp","match","qp_match"
"79969",8,100,3,20,3286,1,"3",38,58,0,0,"rr",2136," incompetent lawyers",20,7.66669020008009,"refl","target","qp","match","qp_match"
"79971",8,100,3,20,3286,1,"4",58,65,0,0,"ff",433," humili",7,6.07073772800249,"refl","precrit","qp","match","qp_match"
"79978",8,100,3,20,3286,1,"4",58,65,0,0,"tt",1692," humili",7,7.43366654016617,"refl","precrit","qp","match","qp_match"
"79979",8,100,3,20,3286,1,"4",58,65,0,0,"rr",1259," humili",7,7.13807303404435,"refl","precrit","qp","match","qp_match"
"79981",8,100,3,20,3286,1,"5",65,76,0,0,"ff",183,"ate herself",11,5.20948615284142,"refl","crit","qp","match","qp_match"
"79988",8,100,3,20,3286,1,"5",65,76,0,0,"tt",675,"ate herself",11,6.51471269087253,"refl","crit","qp","match","qp_match"
"79989",8,100,3,20,3286,1,"5",65,76,0,0,"rr",268,"ate herself",11,5.59098698051086,"refl","crit","qp","match","qp_match"
"79991",8,100,3,20,3286,1,"6",76,95,0,0,"ff",410," during a stressful",19,6.01615715969835,"refl","spillover","qp","match","qp_match"
"79998",8,100,3,20,3286,1,"6",76,95,0,0,"tt",1128," during a stressful",19,7.028201432058,"refl","spillover","qp","match","qp_match"
"79999",8,100,3,20,3286,1,"6",76,95,0,0,"rr",240," during a stressful",19,5.48063892334199,"refl","spillover","qp","match","qp_match"
"80001",8,100,3,20,3286,1,"7",95,103,0,0,"ff",290," witness",8,5.66988092298052,"refl","prefinal","qp","match","qp_match"
"80008",8,100,3,20,3286,1,"7",95,103,0,0,"tt",290," witness",8,5.66988092298052,"refl","prefinal","qp","match","qp_match"
"80009",8,100,3,20,3286,1,"7",95,103,0,0,"rr",NA," witness",8,NA,"refl","prefinal","qp","match","qp_match"
"80011",8,100,3,20,3286,1,"8",103,118,0,0,"ff",124," interrogation.",15,4.82028156560504,"refl","final","qp","match","qp_match"
"80018",8,100,3,20,3286,1,"8",103,118,0,0,"tt",928," interrogation.",15,6.8330317327862,"refl","final","qp","match","qp_match"
"80019",8,100,3,20,3286,1,"8",103,118,0,0,"rr",NA," interrogation.",15,NA,"refl","final","qp","match","qp_match"
"80091",8,13,2,19,2687,1,"1",0,21,0,0,"ff",299,"The successful rapper",21,5.70044357339069,"refl","lure","np","mismatch","np_mismatch"
"80098",8,13,2,19,2687,1,"1",0,21,0,0,"tt",571,"The successful rapper",21,6.34738920965601,"refl","lure","np","mismatch","np_mismatch"
"80099",8,13,2,19,2687,1,"1",0,21,0,0,"rr",NA,"The successful rapper",21,NA,"refl","lure","np","mismatch","np_mismatch"
"80101",8,13,2,19,2687,1,"2",21,42,0,0,"ff",220," did not imagine that",21,5.39362754635236,"refl","matrix.pred","np","mismatch","np_mismatch"
"80108",8,13,2,19,2687,1,"2",21,42,0,0,"tt",462," did not imagine that",21,6.13556489108174,"refl","matrix.pred","np","mismatch","np_mismatch"
"80109",8,13,2,19,2687,1,"2",21,42,0,0,"rr",NA," did not imagine that",21,NA,"refl","matrix.pred","np","mismatch","np_mismatch"
"80111",8,13,2,19,2687,1,"3",42,63,0,0,"ff",222," the tough bodyguards",21,5.40267738187228,"refl","target","np","mismatch","np_mismatch"
"80118",8,13,2,19,2687,1,"3",42,63,0,0,"tt",1322," the tough bodyguards",21,7.18690102041163,"refl","target","np","mismatch","np_mismatch"
"80119",8,13,2,19,2687,1,"3",42,63,0,0,"rr",539," the tough bodyguards",21,6.289715570909,"refl","target","np","mismatch","np_mismatch"
"80121",8,13,2,19,2687,1,"4",63,76,0,0,"ff",307," would introd",13,5.7268477475872,"refl","precrit","np","mismatch","np_mismatch"
"80128",8,13,2,19,2687,1,"4",63,76,0,0,"tt",663," would introd",13,6.49677499018586,"refl","precrit","np","mismatch","np_mismatch"
"80129",8,13,2,19,2687,1,"4",63,76,0,0,"rr",158," would introd",13,5.06259503302697,"refl","precrit","np","mismatch","np_mismatch"
"80131",8,13,2,19,2687,1,"5",76,87,0,0,"ff",352,"uce herself",11,5.8636311755981,"refl","crit","np","mismatch","np_mismatch"
"80138",8,13,2,19,2687,1,"5",76,87,0,0,"tt",1038,"uce herself",11,6.94505106372583,"refl","crit","np","mismatch","np_mismatch"
"80139",8,13,2,19,2687,1,"5",76,87,0,0,"rr",686,"uce herself",11,6.53087762772588,"refl","crit","np","mismatch","np_mismatch"
"80141",8,13,2,19,2687,1,"6",87,105,0,0,"ff",308," to an influential",18,5.73009978297357,"refl","spillover","np","mismatch","np_mismatch"
"80148",8,13,2,19,2687,1,"6",87,105,0,0,"tt",2050," to an influential",18,7.62559507213245,"refl","spillover","np","mismatch","np_mismatch"
"80149",8,13,2,19,2687,1,"6",87,105,0,0,"rr",1576," to an influential",18,7.36264527041782,"refl","spillover","np","mismatch","np_mismatch"
"80151",8,13,2,19,2687,1,"7",105,111,0,0,"ff",297," music",6,5.6937321388027,"refl","prefinal","np","mismatch","np_mismatch"
"80158",8,13,2,19,2687,1,"7",105,111,0,0,"tt",297," music",6,5.6937321388027,"refl","prefinal","np","mismatch","np_mismatch"
"80159",8,13,2,19,2687,1,"7",105,111,0,0,"rr",NA," music",6,NA,"refl","prefinal","np","mismatch","np_mismatch"
"80161",8,13,2,19,2687,1,"8",111,127,0,0,"ff",181," video producer.",16,5.19849703126583,"refl","final","np","mismatch","np_mismatch"
"80168",8,13,2,19,2687,1,"8",111,127,0,0,"tt",842," video producer.",16,6.73578001424233,"refl","final","np","mismatch","np_mismatch"
"80169",8,13,2,19,2687,1,"8",111,127,0,0,"rr",NA," video producer.",16,NA,"refl","final","np","mismatch","np_mismatch"
"80181",8,86,1,10,2496,1,"1",0,26,0,0,"ff",187,"The conservative policeman",26,5.23110861685459,"refl","lure","np","match","np_match"
"80188",8,86,1,10,2496,1,"1",0,26,0,0,"tt",1194,"The conservative policeman",26,7.08506429395255,"refl","lure","np","match","np_match"
"80189",8,86,1,10,2496,1,"1",0,26,0,0,"rr",464,"The conservative policeman",26,6.13988455222626,"refl","lure","np","match","np_match"
"80191",8,86,1,10,2496,1,"2",26,47,0,0,"ff",369," did not imagine that",21,5.91079664404053,"refl","matrix.pred","np","match","np_match"
"80198",8,86,1,10,2496,1,"2",26,47,0,0,"tt",868," did not imagine that",21,6.76619171466035,"refl","matrix.pred","np","match","np_match"
"80199",8,86,1,10,2496,1,"2",26,47,0,0,"rr",499," did not imagine that",21,6.21260609575152,"refl","matrix.pred","np","match","np_match"
"80201",8,86,1,10,2496,1,"3",47,69,0,0,"ff",210," the radical feminists",22,5.34710753071747,"refl","target","np","match","np_match"
"80208",8,86,1,10,2496,1,"3",47,69,0,0,"tt",738," the radical feminists",22,6.60394382460047,"refl","target","np","match","np_match"
"80209",8,86,1,10,2496,1,"3",47,69,0,0,"rr",NA," the radical feminists",22,NA,"refl","target","np","match","np_match"
"80211",8,86,1,10,2496,1,"4",69,81,0,0,"ff",266," would nomin",12,5.5834963087817,"refl","precrit","np","match","np_match"
"80218",8,86,1,10,2496,1,"4",69,81,0,0,"tt",266," would nomin",12,5.5834963087817,"refl","precrit","np","match","np_match"
"80219",8,86,1,10,2496,1,"4",69,81,0,0,"rr",NA," would nomin",12,NA,"refl","precrit","np","match","np_match"
"80221",8,86,1,10,2496,1,"5",81,92,0,0,"ff",211,"ate himself",11,5.35185813347607,"refl","crit","np","match","np_match"
"80228",8,86,1,10,2496,1,"5",81,92,0,0,"tt",502,"ate himself",11,6.21860011969173,"refl","crit","np","match","np_match"
"80229",8,86,1,10,2496,1,"5",81,92,0,0,"rr",NA,"ate himself",11,NA,"refl","crit","np","match","np_match"
"80231",8,86,1,10,2496,1,"6",92,112,0,0,"ff",255," for the prestigious",20,5.54126354515843,"refl","spillover","np","match","np_match"
"80238",8,86,1,10,2496,1,"6",92,112,0,0,"tt",1342," for the prestigious",20,7.20191631753163,"refl","spillover","np","match","np_match"
"80239",8,86,1,10,2496,1,"6",92,112,0,0,"rr",NA," for the prestigious",20,NA,"refl","spillover","np","match","np_match"
"80271",8,86,1,10,2496,1,"7",112,122,0,0,"ff",366," community",10,5.90263333340137,"refl","prefinal","np","match","np_match"
"80278",8,86,1,10,2496,1,"7",112,122,0,0,"tt",366," community",10,5.90263333340137,"refl","prefinal","np","match","np_match"
"80279",8,86,1,10,2496,1,"7",112,122,0,0,"rr",NA," community",10,NA,"refl","prefinal","np","match","np_match"
"80281",8,86,1,10,2496,1,"8",122,129,0,0,"ff",937," award.",7,6.84268328223842,"refl","final","np","match","np_match"
"80288",8,86,1,10,2496,1,"8",122,129,0,0,"tt",937," award.",7,6.84268328223842,"refl","final","np","match","np_match"
"80289",8,86,1,10,2496,1,"8",122,129,0,0,"rr",NA," award.",7,NA,"refl","final","np","match","np_match"
"80591",8,191,1,6,4406,1,"1",0,22,0,0,"ff",166,"The destitute nobleman",22,5.11198778835654,"refl","lure","np","match","np_match"
"80598",8,191,1,6,4406,1,"1",0,22,0,0,"tt",428,"The destitute nobleman",22,6.0591231955818,"refl","lure","np","match","np_match"
"80599",8,191,1,6,4406,1,"1",0,22,0,0,"rr",NA,"The destitute nobleman",22,NA,"refl","lure","np","match","np_match"
"80601",8,191,1,6,4406,1,"2",22,45,0,0,"ff",197," could not believe that",23,5.28320372873799,"refl","matrix.pred","np","match","np_match"
"80608",8,191,1,6,4406,1,"2",22,45,0,0,"tt",668," could not believe that",23,6.50428817353665,"refl","matrix.pred","np","match","np_match"
"80609",8,191,1,6,4406,1,"2",22,45,0,0,"rr",NA," could not believe that",23,NA,"refl","matrix.pred","np","match","np_match"
"80661",8,191,1,6,4406,1,"3",45,61,0,0,"ff",436," lazy housemaids",16,6.07764224334903,"refl","target","np","match","np_match"
"80668",8,191,1,6,4406,1,"3",45,61,0,0,"tt",1178," lazy housemaids",16,7.07157336421153,"refl","target","np","match","np_match"
"80669",8,191,1,6,4406,1,"3",45,61,0,0,"rr",360," lazy housemaids",16,5.88610403145016,"refl","target","np","match","np_match"
"80671",8,191,1,6,4406,1,"4",61,68,0,0,"ff",200," motiva",7,5.29831736654804,"refl","precrit","np","match","np_match"
"80678",8,191,1,6,4406,1,"4",61,68,0,0,"tt",413," motiva",7,6.02344759296103,"refl","precrit","np","match","np_match"
"80679",8,191,1,6,4406,1,"4",61,68,0,0,"rr",213," motiva",7,5.36129216570943,"refl","precrit","np","match","np_match"
"80681",8,191,1,6,4406,1,"5",68,79,0,0,"ff",351,"ted himself",11,5.86078622346587,"refl","crit","np","match","np_match"
"80688",8,191,1,6,4406,1,"5",68,79,0,0,"tt",351,"ted himself",11,5.86078622346587,"refl","crit","np","match","np_match"
"80689",8,191,1,6,4406,1,"5",68,79,0,0,"rr",NA,"ted himself",11,NA,"refl","crit","np","match","np_match"
"80691",8,191,1,6,4406,1,"6",79,93,0,0,"ff",285," after several",14,5.65248918026865,"refl","spillover","np","match","np_match"
"80698",8,191,1,6,4406,1,"6",79,93,0,0,"tt",568," after several",14,6.34212141872115,"refl","spillover","np","match","np_match"
"80699",8,191,1,6,4406,1,"6",79,93,0,0,"rr",NA," after several",14,NA,"refl","spillover","np","match","np_match"
"80701",8,191,1,6,4406,1,"7",93,100,0,0,"ff",210," months",7,5.34710753071747,"refl","prefinal","np","match","np_match"
"80708",8,191,1,6,4406,1,"7",93,100,0,0,"tt",210," months",7,5.34710753071747,"refl","prefinal","np","match","np_match"
"80709",8,191,1,6,4406,1,"7",93,100,0,0,"rr",NA," months",7,NA,"refl","prefinal","np","match","np_match"
"80711",8,191,1,6,4406,1,"8",100,112,0,0,"ff",212," of service.",12,5.35658627467201,"refl","final","np","match","np_match"
"80718",8,191,1,6,4406,1,"8",100,112,0,0,"tt",212," of service.",12,5.35658627467201,"refl","final","np","match","np_match"
"80719",8,191,1,6,4406,1,"8",100,112,0,0,"rr",NA," of service.",12,NA,"refl","final","np","match","np_match"
"92111",32,15,2,3,2243,0,"1",0,25,0,0,"ff",298,"The skilled businesswoman",25,5.6970934865054,"refl","lure","np","mismatch","np_mismatch"
"92118",32,15,2,3,2243,0,"1",0,25,0,0,"tt",1095,"The skilled businesswoman",25,6.9985096422506,"refl","lure","np","mismatch","np_mismatch"
"92119",32,15,2,3,2243,0,"1",0,25,0,0,"rr",797,"The skilled businesswoman",25,6.68085467879022,"refl","lure","np","mismatch","np_mismatch"
"92121",32,15,2,3,2243,0,"2",25,44,0,0,"ff",189," did not admit that",19,5.24174701505964,"refl","matrix.pred","np","mismatch","np_mismatch"
"92128",32,15,2,3,2243,0,"2",25,44,0,0,"tt",2075," did not admit that",19,7.6377164326648,"refl","matrix.pred","np","mismatch","np_mismatch"
"92129",32,15,2,3,2243,0,"2",25,44,0,0,"rr",1305," did not admit that",19,7.17395831975679,"refl","matrix.pred","np","mismatch","np_mismatch"
"92131",32,15,2,3,2243,0,"3",44,74,0,0,"ff",253," the inexperienced secretaries",30,5.53338948872752,"refl","target","np","mismatch","np_mismatch"
"92138",32,15,2,3,2243,0,"3",44,74,0,0,"tt",1852," the inexperienced secretaries",30,7.52402141520612,"refl","target","np","mismatch","np_mismatch"
"92139",32,15,2,3,2243,0,"3",44,74,0,0,"rr",1267," the inexperienced secretaries",30,7.14440718032114,"refl","target","np","mismatch","np_mismatch"
"92141",32,15,2,3,2243,0,"4",74,80,0,0,"ff",370," confu",6,5.91350300563827,"refl","precrit","np","mismatch","np_mismatch"
"92148",32,15,2,3,2243,0,"4",74,80,0,0,"tt",678," confu",6,6.5191472879404,"refl","precrit","np","mismatch","np_mismatch"
"92149",32,15,2,3,2243,0,"4",74,80,0,0,"rr",308," confu",6,5.73009978297357,"refl","precrit","np","mismatch","np_mismatch"
"92251",32,15,2,3,2243,0,"5",80,91,0,0,"ff",514,"sed himself",11,6.24222326545517,"refl","crit","np","mismatch","np_mismatch"
"92258",32,15,2,3,2243,0,"5",80,91,0,0,"tt",2048,"sed himself",11,7.6246189861594,"refl","crit","np","mismatch","np_mismatch"
"92259",32,15,2,3,2243,0,"5",80,91,0,0,"rr",1534,"sed himself",11,7.3356339819272,"refl","crit","np","mismatch","np_mismatch"
"92261",32,15,2,3,2243,0,"6",91,109,0,0,"ff",294," during the weekly",18,5.68357976733868,"refl","spillover","np","mismatch","np_mismatch"
"92268",32,15,2,3,2243,0,"6",91,109,0,0,"tt",2395," during the weekly",18,7.78113850984502,"refl","spillover","np","mismatch","np_mismatch"
"92269",32,15,2,3,2243,0,"6",91,109,0,0,"rr",1267," during the weekly",18,7.14440718032114,"refl","spillover","np","mismatch","np_mismatch"
"92271",32,15,2,3,2243,0,"7",109,116,0,0,"ff",162," office",7,5.08759633523238,"refl","prefinal","np","mismatch","np_mismatch"
"92278",32,15,2,3,2243,0,"7",109,116,0,0,"tt",444," office",7,6.09582456243222,"refl","prefinal","np","mismatch","np_mismatch"
"92279",32,15,2,3,2243,0,"7",109,116,0,0,"rr",282," office",7,5.64190707093811,"refl","prefinal","np","mismatch","np_mismatch"
"92281",32,15,2,3,2243,0,"8",116,125,0,0,"ff",171," meeting.",9,5.14166355650266,"refl","final","np","mismatch","np_mismatch"
"92288",32,15,2,3,2243,0,"8",116,125,0,0,"tt",360," meeting.",9,5.88610403145016,"refl","final","np","mismatch","np_mismatch"
"92289",32,15,2,3,2243,0,"8",116,125,0,0,"rr",189," meeting.",9,5.24174701505964,"refl","final","np","mismatch","np_mismatch"
"92391",32,47,3,8,14191,1,"1",0,17,0,0,"ff",509,"No pious nobleman",17,6.23244801655052,"refl","lure","qp","match","qp_match"
"92398",32,47,3,8,14191,1,"1",0,17,0,0,"tt",1013,"No pious nobleman",17,6.92067150424868,"refl","lure","qp","match","qp_match"
"92399",32,47,3,8,14191,1,"1",0,17,0,0,"rr",185,"No pious nobleman",17,5.22035582507832,"refl","lure","qp","match","qp_match"
"92401",32,47,3,8,14191,1,"2",17,36,0,0,"ff",670," would believe that",19,6.50727771238501,"refl","matrix.pred","qp","match","qp_match"
"92408",32,47,3,8,14191,1,"2",17,36,0,0,"tt",1515," would believe that",19,7.32317071794347,"refl","matrix.pred","qp","match","qp_match"
"92409",32,47,3,8,14191,1,"2",17,36,0,0,"rr",360," would believe that",19,5.88610403145016,"refl","matrix.pred","qp","match","qp_match"
"92411",32,47,3,8,14191,1,"3",36,48,0,0,"ff",358," devout nuns",12,5.8805329864007,"refl","target","qp","match","qp_match"
"92418",32,47,3,8,14191,1,"3",36,48,0,0,"tt",651," devout nuns",12,6.47850964220857,"refl","target","qp","match","qp_match"
"92419",32,47,3,8,14191,1,"3",36,48,0,0,"rr",163," devout nuns",12,5.09375020080676,"refl","target","qp","match","qp_match"
"92421",32,47,3,8,14191,1,"4",48,59,0,0,"ff",NA," would forg",11,NA,"refl","precrit","qp","match","qp_match"
"92428",32,47,3,8,14191,1,"4",48,59,0,0,"tt",715," would forg",11,6.57228254269401,"refl","precrit","qp","match","qp_match"
"92429",32,47,3,8,14191,1,"4",48,59,0,0,"rr",715," would forg",11,6.57228254269401,"refl","precrit","qp","match","qp_match"
"92431",32,47,3,8,14191,1,"5",59,70,0,0,"ff",248,"ive himself",11,5.51342874616498,"refl","crit","qp","match","qp_match"
"92438",32,47,3,8,14191,1,"5",59,70,0,0,"tt",248,"ive himself",11,5.51342874616498,"refl","crit","qp","match","qp_match"
"92439",32,47,3,8,14191,1,"5",59,70,0,0,"rr",NA,"ive himself",11,NA,"refl","crit","qp","match","qp_match"
"92441",32,47,3,8,14191,1,"6",70,81,0,0,"ff",291," for secret",11,5.67332326717149,"refl","spillover","qp","match","qp_match"
"92448",32,47,3,8,14191,1,"6",70,81,0,0,"tt",461," for secret",11,6.13339804299665,"refl","spillover","qp","match","qp_match"
"92449",32,47,3,8,14191,1,"6",70,81,0,0,"rr",NA," for secret",11,NA,"refl","spillover","qp","match","qp_match"
"92451",32,47,3,8,14191,1,"7",81,89,0,0,"ff",183," affairs",8,5.20948615284142,"refl","prefinal","qp","match","qp_match"
"92458",32,47,3,8,14191,1,"7",81,89,0,0,"tt",183," affairs",8,5.20948615284142,"refl","prefinal","qp","match","qp_match"
"92459",32,47,3,8,14191,1,"7",81,89,0,0,"rr",NA," affairs",8,NA,"refl","prefinal","qp","match","qp_match"
"92461",32,47,3,8,14191,1,"8",89,102,0,0,"ff",197," in the town.",13,5.28320372873799,"refl","final","qp","match","qp_match"
"92468",32,47,3,8,14191,1,"8",89,102,0,0,"tt",381," in the town.",13,5.9427993751267,"refl","final","qp","match","qp_match"
"92469",32,47,3,8,14191,1,"8",89,102,0,0,"rr",NA," in the town.",13,NA,"refl","final","qp","match","qp_match"
"92561",32,59,4,5,7891,1,"1",0,17,0,0,"ff",685,"No royal princess",17,6.52941883826223,"refl","lure","qp","mismatch","qp_mismatch"
"92568",32,59,4,5,7891,1,"1",0,17,0,0,"tt",1280,"No royal princess",17,7.15461535691366,"refl","lure","qp","mismatch","qp_mismatch"
"92569",32,59,4,5,7891,1,"1",0,17,0,0,"rr",NA,"No royal princess",17,NA,"refl","lure","qp","mismatch","qp_mismatch"
"92571",32,59,4,5,7891,1,"2",17,37,0,0,"ff",214," would tolerate that",20,5.36597601502185,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"92578",32,59,4,5,7891,1,"2",17,37,0,0,"tt",675," would tolerate that",20,6.51471269087253,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"92579",32,59,4,5,7891,1,"2",17,37,0,0,"rr",NA," would tolerate that",20,NA,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"92581",32,59,4,5,7891,1,"3",37,50,0,0,"ff",209," palace maids",13,5.34233425196481,"refl","target","qp","mismatch","qp_mismatch"
"92588",32,59,4,5,7891,1,"3",37,50,0,0,"tt",984," palace maids",13,6.89162589705225,"refl","target","qp","mismatch","qp_mismatch"
"92589",32,59,4,5,7891,1,"3",37,50,0,0,"rr",175," palace maids",13,5.16478597392351,"refl","target","qp","mismatch","qp_mismatch"
"92591",32,59,4,5,7891,1,"4",50,57,0,0,"ff",235," embarr",7,5.45958551414416,"refl","precrit","qp","mismatch","qp_mismatch"
"92598",32,59,4,5,7891,1,"4",50,57,0,0,"tt",357," embarr",7,5.87773578177964,"refl","precrit","qp","mismatch","qp_mismatch"
"92599",32,59,4,5,7891,1,"4",50,57,0,0,"rr",122," embarr",7,4.80402104473326,"refl","precrit","qp","mismatch","qp_mismatch"
"92601",32,59,4,5,7891,1,"5",57,68,0,0,"ff",189,"ass himself",11,5.24174701505964,"refl","crit","qp","mismatch","qp_mismatch"
"92608",32,59,4,5,7891,1,"5",57,68,0,0,"tt",235,"ass himself",11,5.45958551414416,"refl","crit","qp","mismatch","qp_mismatch"
"92609",32,59,4,5,7891,1,"5",57,68,0,0,"rr",46,"ass himself",11,3.8286413964891,"refl","crit","qp","mismatch","qp_mismatch"
"92611",32,59,4,5,7891,1,"6",68,88,0,0,"ff",253," during a ceremonial",20,5.53338948872752,"refl","spillover","qp","mismatch","qp_mismatch"
"92618",32,59,4,5,7891,1,"6",68,88,0,0,"tt",1201," during a ceremonial",20,7.09090982207998,"refl","spillover","qp","mismatch","qp_mismatch"
"92619",32,59,4,5,7891,1,"6",68,88,0,0,"rr",698," during a ceremonial",20,6.54821910276237,"refl","spillover","qp","mismatch","qp_mismatch"
"92661",32,59,4,5,7891,1,"7",88,94,0,0,"ff",NA," visit",6,NA,"refl","prefinal","qp","mismatch","qp_mismatch"
